4.729239303137777739e-01,1.275970686481633587e+00
1.353369911411206772e+00,6.562748889277527642e-01
1.320111772366157510e+00,6.697541877258068599e-01
1.170267511808884109e+00,7.264387883056848683e-01
8.160967851477103352e-01,1.136987797445289106e+00
1.285799862937102134e+00,6.808298703580055733e-01
1.399543007884892276e+00,6.381697065505032018e-01
1.376972273261639401e+00,6.468882497287788969e-01
1.403044834616933301e+00,6.360324011385325438e-01
1.344135846617087182e+00,6.599103043456484574e-01
1.391112932129225044e+00,6.398703225188697719e-01
1.302253483007156376e-01,1.522621674185104412e+00
1.382323558698853816e+00,6.442506512708068289e-01
1.221174014331387170e+00,7.041159456194734378e-01
1.150433294793950623e+00,7.408578552551923213e-01
1.254183840522427928e+00,6.921469471294054987e-01
6.429222193830916865e-01,1.209806578344385430e+00
1.137347154587418530e+00,7.588819916726949888e-01
1.157769048211752860e+00,7.407923812394134888e-01
1.130239043554620793e+00,9.474387210540078375e-01
1.302253483007156376e-01,1.522621674185104412e+00
1.305222108799894087e+00,6.748336645490466967e-01
1.265530881107128636e+00,6.882952643461781594e-01
1.202930207880365643e+00,7.113482258389185464e-01
1.344135846617087182e+00,6.599103043456484574e-01
1.136785858088014578e+00,9.305476789995179576e-01
9.001826288067675819e-01,1.079030043717916110e+00
1.158995050802634097e+00,7.332240464678074776e-01
1.361793125689262141e+00,6.529071058275504047e-01
1.403044834616933301e+00,6.360324011385325438e-01
1.249223679761017891e+00,6.936233890951311043e-01
1.196870038614370912e+00,7.162147034167258841e-01
1.276716716049850930e+00,6.847849450641831925e-01
1.229810554846368476e+00,7.008300632679216324e-01
9.836291935321419544e-01,1.073052348114483801e+00
1.177517622931453900e+00,7.225285778512990920e-01
1.314777848006903227e+00,6.721898189741237761e-01
1.238874453828838540e+00,6.980246150819022777e-01
1.103923726991045129e+00,9.556868360793668860e-01
1.331336722296038388e+00,6.646290868789679340e-01
1.310166145452434705e+00,6.729857049951253334e-01
1.162987228109251703e+00,7.308587615001533866e-01
1.142241922527469811e+00,7.469319870673649664e-01
1.295265968184589056e+00,6.786541769404126345e-01
1.214244294011141534e+00,7.067320073823657456e-01
1.298314612097419385e+00,6.764076596668993080e-01
1.177517622931453900e+00,7.225285778512990920e-01
1.052328770722773754e+00,9.828007443709509960e-01
1.261971498069234698e+00,6.892272973513338119e-01
1.329231505829882920e+00,6.681156851890615034e-01
